title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city
Spacious Family House in Dream City,6.0,6.0,2690,"Dream City, Erbil",https://homele.com/properties/spacious-family-house-in-dream-city-79772,"House For Sale, located in Erbil, Dream City, with an area of 250m, the price is $700,000 (Negotiable). Consists of: - 6 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 6 Bathrooms - Floor number: 2","['parking', 'security', 'water_supply', 'electricity', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",house sale located erbil dream city area 250m price 700 000 negotiable consists 6 bedroom 1 kitchen 1 living room 2 hall 6 bathroom floor number 2,spacious family house dream city,Erbil
Modern House with 5 Bedrooms,5.0,4.0,2152,"32 Park (Sarbasti), Erbil",https://homele.com/properties/modern-house-with-5-bedrooms-79781,"House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 200m, the price is $235,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 4 Bathrooms",[],House,235000,IRAQ,[],house sale located erbil 32 park sarbasti area 200m price 235 000 negotiable consists 5 bedroom 2 kitchen 1 living room 2 hall 4 bathroom,modern house 5 bedroom,Erbil
Modern Apartment,4.0,3.0,2098,"Emperor Hills Complex, Baghdad",https://homele.com/properties/modern-apartment-74083,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 195m, the price is IQD 341,250,000. - Building B6 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['parking', 'security', 'balcony']",Apartment,240656,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 195m price iqd 341 250 000 building b6 consists 4 bedroom 1 kitchen 1 hall 3 bathroom,modern apartment,Baghdad
Corner House,4.0,3.0,2518,"32 Park (Sarbasti), Erbil",https://homele.com/properties/corner-house-79780,"House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 234m, the price is $235,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,235000,IRAQ,[],house sale located erbil 32 park sarbasti area 234m price 235 000 consists 4 bedroom 2 kitchen 1 living room 2 hall 3 bathroom,corner house,Erbil
Apartment (2+1),2.0,1.0,1130,"German village 3, Sulaymaniyah",https://homele.com/properties/apartment-21-79776,"Apartment For Sale, located in Sulaymaniyah, German village 3, with an area of 105m, the price is $60,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 4",[],Apartment,60000,IRAQ,[],apartment sale located sulaymaniyah german village 3 area 105m price 60 000 consists 2 bedroom 1 kitchen 1 hall 1 bathroom floor number 4,apartment 2 1,Sulaymaniyah
Quick Sale,3.0,2.0,3229,"30m Street, Erbil",https://homele.com/properties/quick-sale-78023,"Commercial Plot For Sale, located in Erbil, 30m Street, with an area of 300m, the price is $220,000 (Negotiable).",[],Commercial Plot,220000,IRAQ,[],commercial plot sale located erbil 30m street area 300m price 220 000 negotiable,quick sale,Erbil
Furnished House For Sale,4.0,3.0,2152,"32 Park (Sarbasti), Erbil",https://homele.com/properties/furnished-house-for-sale-79773,"Furnished House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 200m, the price is $235,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,235000,IRAQ,[],furnished house sale located erbil 32 park sarbasti area 200m price 235 000 negotiable consists 4 bedroom 2 kitchen 1 living room 2 hall 3 bathroom,furnished house sale,Erbil
Modern Apartment with 3 Bedrooms,3.0,2.0,1463,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-with-3-bedrooms-80268,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 136m, the price is $108,800. - Building B25 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2","['parking', 'security', 'electricity', 'balcony']",Apartment,108800,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",apartment sale located sulaymaniyah qaiwan height area 136m price 108 800 building b25 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 2,modern apartment 3 bedroom,Sulaymaniyah
1 Bedroom Apartment for Sale,1.0,1.0,699,"Atlantic City, Erbil",https://homele.com/properties/1-bedroom-apartment-for-sale-79771,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 65m, the price is $42,000. - Building 21 Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 7","['parking', 'security', 'sports_recreation']",Apartment,42000,IRAQ,"['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",apartment sale located erbil atlantic city area 65m price 42 000 building 21 consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number 7,1 bedroom apartment sale,Erbil
"Spacious Family Home, 4 Bedrooms",4.0,3.0,2583,"Mountain View, Erbil",https://homele.com/properties/spacious-family-home-4-bedrooms-79767,"House For Sale, located in Erbil, Mountain View, with an area of 240m, the price is $245,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,245000,IRAQ,[],house sale located erbil mountain view area 240m price 245 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 3 bathroom,spacious family home 4 bedroom,Erbil
Modern House,5.0,3.0,2152,"Hiwa City, Erbil",https://homele.com/properties/modern-house-79765,"House For Sale, located in Erbil, Hiwa City, with an area of 200m, the price is $190,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,190000,IRAQ,[],house sale located erbil hiwa city area 200m price 190 000 negotiable consists 5 bedroom 2 kitchen 1 living room 1 hall 3 bathroom floor number 2,modern house,Erbil
Internal View Apartment,2.0,2.0,1323,"MRF Quattro Towers, Erbil",https://homele.com/properties/internal-view-apartment-79764,"Apartment For Sale, located in Erbil, MRF Quattro Towers, with an area of 123m, the price is $110,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16",[],Apartment,110000,IRAQ,[],apartment sale located erbil mrf quattro tower area 123m price 110 000 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 16,internal view apartment,Erbil
Two Floor House,3.0,2.0,2152,"Lawan City, Erbil",https://homele.com/properties/two-floor-house-79763,"House For Sale, located in Erbil, Lawan City, with an area of 200m, the price is $125,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms",[],House,125000,IRAQ,[],house sale located erbil lawan city area 200m price 125 000 consists 3 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,two floor house,Erbil
Luxurious 5BR Villa in Erbil,5.0,5.0,1980,"Beirut Palace, Erbil",https://homele.com/properties/luxurious-5br-villa-in-erbil-55548,"Furnished House For Sale, located in Erbil, Beirut Palace, with an area of 500m, the price is $490,000. Consists of: - 5 Bedrooms - 1 Kitchen - 2 Living Rooms - 2 Halls - 5 Bathrooms - Floor number: 3","['parking', 'security', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",furnished house sale located erbil beirut palace area 500m price 490 000 consists 5 bedroom 1 kitchen 2 living room 2 hall 5 bathroom floor number 3,luxurious 5br villa erbil,Erbil
Modern studio apartment in prime location,3.0,1.0,678,"Empire Pearl Towers, Erbil",https://homele.com/properties/modern-studio-apartment-in-prime-location-76341,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 63m, the price is $70,000. Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 16","['parking', 'security', 'electricity', 'balcony']",Apartment,70000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil empire pearl tower area 63m price 70 000 consists studio 1 kitchen 1 hall 1 bathroom floor number 16,modern studio apartment prime location,Erbil
"Modern House in Erbil, Almawan",4.0,2.0,2970,"Almawan, Erbil",https://homele.com/properties/modern-house-in-erbil-almawan-79590,"House For Sale, located in Erbil, Almawan, with an area of 276m, the price is $35,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",['parking'],House,35000,IRAQ,"['Parking Spaces', 'Green Area']",house sale located erbil almawan area 276m price 35 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom floor number 2,modern house erbil almawan,Erbil
Apartment with Garden View,4.0,3.0,2475,"Tulip Towers, Erbil",https://homele.com/properties/apartment-with-garden-view-79754,"Apartment For Sale, located in Erbil, Tulip Towers, with an area of 230m, the price is $322,375. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 26","['parking', 'air_conditioning', 'balcony']",Apartment,322375,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows']",apartment sale located erbil tulip tower area 230m price 322 375 consists 4 bedroom 1 kitchen 1 living room 3 bathroom floor number 26,apartment garden view,Erbil
House (216m²),2.0,1.0,2325,"Aynda City 2, Erbil",https://homele.com/properties/house-216m2-73713,"Furnished House For Sale, located in Erbil, Aynda City 2, with an area of 216m, the price is $72,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 1",[],House,72000,IRAQ,[],furnished house sale located erbil aynda city 2 area 216m price 72 000 negotiable consists 2 bedroom 1 kitchen 1 living room 1 bathroom floor number 1,house 216m,Erbil
Spacious house with 5 Bedrooms,5.0,3.0,1614,"Farmanbaran, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-79756,"House For Sale, located in Erbil, Farmanbaran, with an area of 150m, the price is $90,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,90000,IRAQ,[],house sale located erbil farmanbaran area 150m price 90 000 negotiable consists 5 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,spacious house 5 bedroom,Erbil
Cozy apartment in Lalav Twin Towers,2.0,1.0,1323,"Lalav Twin Towers, Erbil",https://homele.com/properties/cozy-apartment-in-lalav-twin-towers-79752,"Apartment For Sale, located in Erbil, Lalav Twin Towers, with an area of 123m, the price is $70,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1",[],Apartment,70000,IRAQ,[],apartment sale located erbil lalav twin tower area 123m price 70 000 negotiable consists 2 bedroom 1 kitchen 1 hall 1 bathroom floor number 1,cozy apartment lalav twin tower,Erbil
Family Home for Sale in Erbil,5.0,2.0,1614,"Farmanbaran, Erbil",https://homele.com/properties/family-home-for-sale-in-erbil-79758,"House For Sale, located in Erbil, Farmanbaran, with an area of 150m, the price is $92,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms",[],House,92000,IRAQ,[],house sale located erbil farmanbaran area 150m price 92 000 negotiable consists 5 bedroom 1 kitchen 1 living room 2 hall 2 bathroom,family home sale erbil,Erbil
Luxury 3 Bedroom Apartment,3.0,3.0,2206,"Emperor Hills Complex, Baghdad",https://homele.com/properties/luxury-3-bedroom-apartment-74009,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m, the price is IQD 358,750,000. - Building A8 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['parking', 'security', 'balcony']",Apartment,252998,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 205m price iqd 358 750 000 building a8 consists 3 bedroom 1 kitchen 1 hall 3 bathroom,luxury 3 bedroom apartment,Baghdad
Apartment in Installment,1.0,1.0,1270,"London Towers, Erbil",https://homele.com/properties/apartment-in-installment-79753,"Apartment For Sale, located in Erbil, London Towers, with an area of 118m, the price is $123,900. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 17","['parking', 'security', 'electricity', 'balcony']",Apartment,123900,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil london tower area 118m price 123 900 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 17,apartment installment,Erbil
House Opposite Garden,4.0,3.0,3229,"Mufti, Erbil",https://homele.com/properties/house-opposite-garden-79751,"House For Sale, located in Erbil, Mufti, with an area of 300m, the price is $300,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",['basement'],House,300000,IRAQ,['Basement'],house sale located erbil mufti area 300m price 300 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,house opposite garden,Erbil
Land Opposite Garden,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/land-opposite-garden-79749,"Residential Plot For Sale, located in Erbil, Baghlumnara section (9000), with an area of 300m, the price is $66,000.",[],Residential Plot,66000,IRAQ,[],residential plot sale located erbil baghlumnara section 9000 area 300m price 66 000,land opposite garden,Erbil
2 Bedroom Apartment,2.0,2.0,1420,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/2-bedroom-apartment-70522,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 132m, the price is $120,000. - Building D8, 1st floor, Apt.5 Payment Plan: - Down Payment $60,000 - Handover the key $60,000 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],Apartment,120000,IRAQ,[],apartment sale located sulaymaniyah slemani height area 132m price 120 000 building d8 1st floor apt 5 payment plan payment 60 000 handover key 60 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,2 bedroom apartment,Sulaymaniyah
Cozy 3-bedroom house,3.0,2.0,1345,"Roshnbiri 1, Erbil",https://homele.com/properties/cozy-3-bedroom-house-79748,"House For Sale, located in Erbil, Roshnbiri 1, with an area of 125m, the price is $69,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,69000,IRAQ,[],house sale located erbil roshnbiri 1 area 125m price 69 000 negotiable consists 3 bedroom 1 kitchen 1 hall 2 bathroom,cozy 3 bedroom house,Erbil
Cozy Home with 4 Bedrooms,4.0,2.0,2152,"Kurdistan City, Erbil",https://homele.com/properties/cozy-home-with-4-bedrooms-76684,"House For Sale, located in Erbil, Kurdistan City, with an area of 200m, the price is $95,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'security', 'electricity', 'balcony']",House,95000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",house sale located erbil kurdistan city area 200m price 95 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,cozy home 4 bedroom,Erbil
Modern 3-Bedroom Apartment for Sale,3.0,2.0,2873,"Alaska Towers, Erbil",https://homele.com/properties/modern-3-bedroom-apartment-for-sale-74720,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 267m, the price is $203,072. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 11","['parking', 'security', 'balcony']",Apartment,203072,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 267m price 203 072 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 11,modern 3 bedroom apartment sale,Erbil
