title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city,description_word_count,title_word_count,num_amenities,amenity_sports_recreation,amenity_water_supply,amenity_library,amenity_mosque,amenity_office,amenity_electricity,amenity_basement,amenity_fireplace,amenity_pool,amenity_restaurant,amenity_balcony,amenity_maintenance,amenity_security,amenity_parking,amenity_reception,amenity_air_conditioning,amenity_school,amenity_kitchen,amenity_pets,kw_offer,kw_plan,kw_tourism,kw_commercial,kw_complex,kw_furnished,kw_building,kw_city,kw_floor,kw_hall,kw_kitchen,kw_located,kw_negotiable,kw_payment,kw_residential,kw_sale,kw_tower,kw_village,rooms_total,is_large_property,city_LE,total_rooms,area_per_room,bed_bath_ratio,is_family_sized,is_studio_flag,has_view,is_furnished,is_renovated,unique_word_count,avg_word_len
Modern apartment in rami tower,1.0,1.0,1130,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-in-rami-tower-80009,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $88,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom","['parking', 'security', 'electricity', 'balcony']",Apartment,88000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil ramus tower area 105m price 88 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom,modern apartment ramus tower,Erbil,31,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,565.0,0.5,0,1,0,0,0,17,4.55
Spacious apartment in Sulaymaniyah,3.0,2.0,2260,"Chawi Slemani, Sulaymaniyah",https://homele.com/properties/spacious-apartment-in-sulaymaniyah-81302,"Apartment For Sale, located in Sulaymaniyah, Chawi Slemani, with an area of 210m, the price is $145,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 8","['air_conditioning', 'water_supply', 'electricity', 'balcony']",Apartment,145000,IRAQ,"['Balcony', '24hr Electricity', 'Elevator', 'Air Conditioners Installed', '24hr Water']",apartment sale located sulaymaniyah chawi slemani area 210m price 145 000 negotiable consists 3 bedroom 1 kitchen 1 living room 1 hall 2 bathroom floor number 8,spacious apartment sulaymaniyah,Sulaymaniyah,40,4,62,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1,8,5.0,452.0,1.0,1,0,0,0,0,25,4.962962962962963
Modern Apartment for Sale with 3 Bedrooms,3.0,3.0,2206,"Emperor Hills Complex, Baghdad",https://homele.com/properties/modern-apartment-for-sale-with-3-bedrooms-67749,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m, the price is IQD 358,750,000. - Building A2 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['parking', 'security', 'balcony']",Apartment,252998,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 205m price iqd 358 750 000 building a2 consists 3 bedroom 1 kitchen 1 hall 3 bathroom,modern apartment sale 3 bedroom,Baghdad,58,7,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1,0,6.0,367.6666666666667,0.75,1,0,0,0,0,33,5.297297297297297
Apartment (on 17th floor),3.0,2.0,2002,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-on-17th-floor-62758,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 186m, the price is $153,000. - Type B Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 17","['security', 'balcony']",Apartment,153000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 186m price 153 000 type b consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 17,apartment 17th floor,Sulaymaniyah,38,4,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,8,5.0,400.4,1.0,1,0,0,0,0,24,4.8
Apartment (3+1),3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-31-65676,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $62,000. - kalar & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['parking', 'security', 'balcony']",Apartment,62000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 62 000 kalar rizgary view building a7 payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom,apartment 3 1,Kalar,72,2,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0,3,4.0,298.5,1.5,1,0,1,0,0,36,4.568627450980392
Cozy 1 Bedroom Apartment in Atlantic City,1.0,1.0,764,"Atlantic City, Erbil",https://homele.com/properties/cozy-1-bedroom-apartment-in-atlantic-city-71111,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 71m, the price is $50,000. - Building 20 7th floor, Apt.6 Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 7","['parking', 'security', 'sports_recreation']",Apartment,50000,IRAQ,"['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",apartment sale located erbil atlantic city area 71m price 50 000 building 20 7th floor apt 6 consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number 7,cozy 1 bedroom apartment atlantic city,Erbil,42,7,44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,2,2.0,382.0,0.5,0,1,0,0,0,26,4.4
Two Floor House,2.0,2.0,1076,"Rzgary, Erbil",https://homele.com/properties/two-floor-house-81295,"House For Sale, located in Erbil, Rzgary, with an area of 100m, the price is $70,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,70000,IRAQ,[],house sale located erbil rzgary area 100m price 70 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,two floor house,Erbil,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,2,4.0,269.0,0.6666666666666666,0,0,0,0,0,17,4.368421052631579
House Opposite Garden,5.0,3.0,2690,"32 Park (Sarbasti), Erbil",https://homele.com/properties/house-opposite-garden-81294,"House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 250m, the price is $310,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,310000,IRAQ,[],house sale located erbil 32 park sarbasti area 250m price 310 000 negotiable consists 5 bedroom 2 kitchen 1 living room 2 hall 3 bathroom,house opposite garden,Erbil,37,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1,2,8.0,336.25,1.25,1,0,0,0,0,24,4.52
"Cozy studio apartment, prime location",3.0,1.0,861,"Rami Towers, Erbil",https://homele.com/properties/cozy-studio-apartment-prime-location-80827,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 80m, the price is $53,000 (Negotiable). Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12","['parking', 'security', 'electricity', 'balcony']",Apartment,53000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil ramus tower area 80m price 53 000 negotiable consists studio 1 kitchen 1 hall 1 bathroom floor number 12,cozy studio apartment prime location,Erbil,35,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,215.25,1.5,1,0,0,0,0,21,4.826086956521739
Residential Plot (125m²),3.0,2.0,1345,"8 Hasarok, Erbil",https://homele.com/properties/residential-plot-125m2-77844,"Residential Plot For Sale, located in Erbil, 8 Hasarok, with an area of 125m, the price is $34,500.",[],Residential Plot,34500,IRAQ,[],residential plot sale located erbil 8 hasarok area 125m price 34 500,residential plot 125m,Erbil,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0,2,5.0,269.0,1.0,1,0,0,0,0,12,4.75
Two houses for sale in Nusaran,3.0,2.0,1345,"Nusaran, Erbil",https://homele.com/properties/two-houses-for-sale-in-nusaran-81283,"Two Houses For Sale, located in Erbil, Nusaran, with an area of each is 125m, the price of each is $132,500 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,132500,IRAQ,[],two house sale located erbil nusaran area 125m price 132 500 negotiable consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 2,two house sale nusaran,Erbil,40,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0,2,5.0,269.0,1.0,1,0,0,0,0,22,4.583333333333333
House for sale in Ankawa,6.0,3.0,3229,"Old Ankawa, Erbil",https://homele.com/properties/house-for-sale-in-ankawa-81280,"House For Sale, located in Erbil, Old Ankawa, with an area of 300m, the price is $420,000 (Negotiable). Consists of: - 6 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 3","['pool', 'parking']",House,420000,IRAQ,"['Parking Spaces', 'Swimming Pool', 'Green Area']",house sale located erbil old ankawa area 300m price 420 000 negotiable consists 6 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 3,house sale ankawa,Erbil,40,5,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,1,2,9.0,358.77777777777777,1.5,1,0,0,0,0,24,4.444444444444445
Spacious House with 5 Bedrooms,5.0,3.0,2486,"Hawlery Nwe, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-81279,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 231m, the price is $250,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,250000,IRAQ,[],house sale located erbil hawlery nwe area 231m price 250 000 negotiable consists 5 bedroom 2 kitchen 1 living room 1 hall 3 bathroom,spacious house 5 bedroom,Erbil,36,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1,2,8.0,310.75,1.25,1,0,0,0,0,23,4.541666666666667
Three Floor House,5.0,3.0,1614,"Nusaran, Erbil",https://homele.com/properties/three-floor-house-81277,"House For Sale, located in Erbil, Nusaran, with an area of 150m, the price is $130,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 3","['parking', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces']",house sale located erbil nusaran area 150m price 130 000 consists 5 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 3,three floor house,Erbil,38,3,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0,2,8.0,201.75,1.25,1,0,0,0,0,23,4.32
Corner House,4.0,3.0,2690,"Zanko Village, Erbil",https://homele.com/properties/corner-house-81274,"House For Sale, located in Erbil, Zanko Village, with an area of 250m, the price is $250,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,250000,IRAQ,[],house sale located erbil zanko village area 250m price 250 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,corner house,Erbil,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1,2,7.0,384.2857142857143,1.0,1,0,0,0,0,21,4.391304347826087
Spacious house with 4 bedrooms,4.0,4.0,3078,"Aram Village 2, Erbil",https://homele.com/properties/spacious-house-with-4-bedrooms-81262,"House For Sale, located in Erbil, Aram Village 2, with an area of 286m, the price is $310,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['security', 'balcony']",House,310000,IRAQ,"['Balcony', 'Electricity Generator', 'Central Heating', 'Double Glazed Windows', 'Security Staff', 'Sewerage System']",house sale located erbil aram village 2 area 286m price 310 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 4 bathroom floor number 2,spacious house 4 bedroom,Erbil,41,5,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,1,2,8.0,384.75,0.8,1,0,0,0,0,24,4.392857142857143
Modern Furnished Apartment in Star Towers,2.0,2.0,1205,"Star Towers, Erbil",https://homele.com/properties/modern-furnished-apartment-in-star-towers-81258,"Furnished Apartment For Sale, located in Erbil, Star Towers, with an area of 112m, the price is $91,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 12","['air_conditioning', 'security', 'electricity', 'balcony']",Apartment,91000,IRAQ,"['Balcony', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', '24hr Electricity']",furnished apartment sale located erbil star tower area 112m price 91 000 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 12,modern furnished apartment star tower,Erbil,37,6,58,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,301.25,0.6666666666666666,0,0,0,1,0,23,4.88
Modern 5-bedroom House in Erbil,5.0,4.0,3767,"Marina 3, Erbil",https://homele.com/properties/modern-5-bedroom-house-in-erbil-81270,"House For Sale, located in Erbil, Marina 3, with an area of 350m, the price is $270,000. Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['parking', 'air_conditioning', 'water_supply', 'electricity', 'balcony']",House,270000,IRAQ,"['Balcony', 'Parking Spaces', '24hr Electricity', 'Air Conditioners Installed', '24hr Water']",house sale located erbil marina 3 area 350m price 270 000 consists 5 bedroom 2 kitchen 1 living room 2 hall 4 bathroom floor number 2,modern 5 bedroom house erbil,Erbil,39,5,73,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1,2,9.0,418.55555555555554,1.0,1,0,0,0,0,24,4.153846153846154
Modern Apartment with 3 Bedrooms,3.0,2.0,2873,"Alaska Towers, Erbil",https://homele.com/properties/modern-apartment-with-3-bedrooms-68890,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 267m, the price is $203,072. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'security', 'balcony']",Apartment,203072,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 267m price 203 072 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,modern apartment 3 bedroom,Erbil,31,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,2,5.0,574.6,1.0,1,0,0,0,0,19,4.65
Modern Home with 4 Bedrooms,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/modern-home-with-4-bedrooms-73196,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,modern home 4 bedroom,Kirkuk,40,5,38,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1,4,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,24,4.666666666666667
Apartment (16th floor),2.0,2.0,1506,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-16th-floor-62700,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 140m, the price is $120,000. - Building A Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16","['security', 'balcony']",Apartment,120000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 140m price 120 000 building consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 16,apartment 16th floor,Sulaymaniyah,38,3,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,8,4.0,376.5,0.6666666666666666,0,0,0,0,0,22,5.125
Spacious Apartment in Bardasur Height,3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/spacious-apartment-in-bardasur-height-65578,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $62,000. - kalar & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['parking', 'security', 'balcony']",Apartment,62000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 62 000 kalar rizgary view building a7 payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom,spacious apartment bardasur height,Kalar,72,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0,3,4.0,298.5,1.5,1,0,1,0,0,36,4.568627450980392
Old House in Baghdad,3.0,2.0,2475,"Al Adel, Baghdad",https://homele.com/properties/old-house-in-baghdad-81247,"Code: 1095 Old House For Sale, located in Baghdad, Al Adel, with an area of 230m, the price is IQD 1,035,000,000 (Negotiable).","['sports_recreation', 'electricity', 'mosque', 'school', 'restaurant']",House,130000,IRAQ,"['Electricity Generator', '24hr Electricity', 'Playground', 'School', 'Mosque', 'Restaurant']",code 1095 old house sale located baghdad al adel area 230m price iqd 1 035 000 000 negotiable,old house baghdad,Baghdad,22,4,70,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1,0,5.0,495.0,1.0,1,0,0,0,0,17,4.222222222222222
Special Offer,3.0,2.0,1463,"Atlantic City, Erbil",https://homele.com/properties/special-offer-43428,"Apartment (Building 26, Ground floor, Apt.1) For Sale, located in Erbil, Atlantic City, with an area of 136m, the price is $82,500. - In all apartments (counter and Kitchen filter) are available payment Plan : - down payment $19,000 - structure finishes $16,000 - starting interior plaster (commencement) $9,000 - key delivery $8,500 - remaining amount $30,000 monthly installment $600 for 50 months Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms Note: Atlantic Has a Discount offer for Doctors Engineers Lawyers and Lectures Professor total Price in installment After Discount is $77,500 Payment Plan After discount: - down payment $16,000 - structure finishes $14,000 - starting interior plaster (commencement) $9,000 - key delivery $8,500 - remaining amount $30,000 monthly installment $600 for 50 months",[],Apartment,77500,IRAQ,[],apartment building 26 ground floor apt 1 sale located erbil atlantic city area 136m price 82 500 apartment counter kitchen filter available payment plan payment 19 000 structure finish 16 000 starting interior plaster commencement 9 000 key delivery 8 500 remaining amount 30 000 monthly installment 600 50 month consists 3 bedroom 1 kitchen 1 living room 2 bathroom note atlantic discount offer doctor engineer lawyer lecture professor total price installment discount 77 500 payment plan discount payment 16 000 structure finish 14 000 starting interior plaster commencement 9 000 key delivery 8 500 remaining amount 30 000 monthly installment 600 50 month,special offer,Erbil,131,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0,2,5.0,292.6,1.0,1,0,0,0,0,62,5.336538461538462
Family ‌House with 3 Bedrooms,3.0,3.0,2960,"Al Saidiya, Baghdad",https://homele.com/properties/family-house-with-3-bedrooms-81207,"Code: 1124 House For Sale, located in Baghdad, Al Saidiya, with an area of 275m, the price is IQD 825,000,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Hall - 1 Living room - 3 Bathrooms - Floor number: 2","['pool', 'parking', 'security', 'sports_recreation', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', 'Gym']",code 1124 house sale located baghdad al saidiya area 275m price iqd 825 000 000 negotiable consists 3 bedroom 2 kitchen 1 hall 1 living room 3 bathroom floor number 2,family house 3 bedroom,Baghdad,43,5,63,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1,0,6.0,493.3333333333333,0.75,1,0,0,0,0,27,4.387096774193548
