title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country
Modern Apartment with 3 Bedrooms,3,2,2325.0 sqft,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-with-3-bedrooms-71036,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 215.5m², the price is $160,000. Payment Plan: - Down Payment $80,000 - Handover the key $80,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],Apartment,"$160,000",Iraq
"Office on Sale, Erbil, Bahrka Road",N/A,N/A,1410.07 sqft,"Bahrka Road, Erbil",https://homele.com/properties/office-on-sale-erbil-bahrka-road-59428,"Office For Sale, located in Erbil, Bahrka Road, with an area of 131m², the price is $105,000 (Negotiable). Consists of: - 5 Room - Floor number: 6","['Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",Office,"$105,000",Iraq
Spacious Family Home in Bakhtyari,5,3,2152.78 sqft,"Bakhtyari, Erbil",https://homele.com/properties/spacious-family-home-in-bakhtyari-80331,"House For Sale, located in Erbil, Bakhtyari, with an area of 200m², the price is $170,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,"$170,000",Iraq
Spacious Apartment in Empire Wings,3,2,2389.59 sqft,"Empire Wings, Erbil",https://homele.com/properties/spacious-apartment-in-empire-wings-80330,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 222m², the price is $192,500 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 8","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",Apartment,"$192,500",Iraq
"Residential Plot For Sale, Baghlumnara section (4000)",N/A,N/A,3229.17 sqft,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-for-sale-baghlumnara-section-4000-80329,"Residential Plot For Sale, located in Erbil, Baghlumnara section (4000), with an area of 300m², the price is $37,000.",[],Residential Plot,"$37,000",Iraq
House (200m²),4,4,2152.78 sqft,"Atlantic City, Erbil",https://homele.com/properties/house-200m2-79488,"House For Sale, located in Erbil, Atlantic City, with an area of 200m², the price is $152,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2",[],House,"$152,000",Iraq
Furnished Apartment For Sale,3,2,3013.89 sqft,"Darwaza City 3, Sulaymaniyah",https://homele.com/properties/furnished-apartment-for-sale-80290,"Furnished Apartment For Sale, located in Sulaymaniyah, Darwaza City 3, with an area of 280m², the price is $170,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",[],Apartment,"$170,000",Iraq
VIP House,4,3,2314.24 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/vip-house-80314,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 215m², the price is $262,500 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 2 Living Rooms - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,"$262,500",Iraq
Residential Plot Opposite Garden,N/A,N/A,2152.78 sqft,"Arab kand, Erbil",https://homele.com/properties/residential-plot-opposite-garden-80325,"Residential Plot For Sale, located in Erbil, Arab kand, with an area of 200m², the price is $21,500.",[],Residential Plot,"$21,500",Iraq
Two Floor House,5,3,1614.59 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/two-floor-house-80323,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $118,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,"$118,000",Iraq
"Residential Plot in Erbil, Azza",N/A,N/A,3229.17 sqft,"Azza, Erbil",https://homele.com/properties/residential-plot-in-erbil-azza-80322,"Residential Plot For Sale, located in Erbil, Azza, with an area of 300m², the price is $22,500.",[],Residential Plot,"$22,500",Iraq
Spacious Home in Qaiwan Tourism Village,N/A,N/A,6200.01 sqft,"Qaiwan Tourism Village, Sulaymaniyah",https://homele.com/properties/spacious-home-in-qaiwan-tourism-village-75473,"House For Sale, located in Sulaymaniyah, Qaiwan Tourism Village, with an area of 576m², the price is $518,400.","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,"$518,400",Iraq
Modern 1-Bedroom Apartment in Erbil,1,1,914.93 sqft,"Roya Tower, Erbil",https://homele.com/properties/modern-1-bedroom-apartment-in-erbil-80312,"Apartment For Sale, located in Erbil, Roya Tower, with an area of 85m², the price is $82,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 20",[],Apartment,"$82,500",Iraq
External View Apartment,3,2,1668.4 sqft,"Lalav City View, Erbil",https://homele.com/properties/external-view-apartment-80310,"Apartment For Sale, located in Erbil, Lalav City View, with an area of 155m², the price is $79,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 15",[],Apartment,"$79,000",Iraq
Corner House,4,3,2152.78 sqft,"32 Park (Sarbasti), Erbil",https://homele.com/properties/corner-house-80304,"House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 200m², the price is $190,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,"$190,000",Iraq
Modern Apartment in Slemani Heights,3,2,1980.56 sqft,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-in-slemani-heights-68348,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 184m², the price is $140,000. - project view payment plan: - Down payment $35,000 - with the Structure $35,000 - Handover the key $35,000 - Remaining amount $35,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor Number: 16",[],Apartment,"$140,000",Iraq
Modern Apartment,3,2,1614.59 sqft,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-76194,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 150m², the price is $120,000. - Zone C15 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,"$120,000",Iraq
Modern Apartment in Rami Towers,1,2,1022.57 sqft,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-in-rami-towers-80293,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 95m², the price is $68,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 12",[],Apartment,"$68,000",Iraq
Two Floor House,2,2,1937.5 sqft,"Tavga, Sulaymaniyah",https://homele.com/properties/two-floor-house-80292,"House For Sale, located in Sulaymaniyah, Tavga, with an area of 180m², the price is $95,000. Consists of: - 2 Bedrooms - 1 Kitchen - 3 Living Rooms - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,"$95,000",Iraq
Commercial property for sale on Makhmur road,N/A,N/A,2152.78 sqft,"Makhmur Road, Erbil",https://homele.com/properties/commercial-property-for-sale-on-makhmur-road-80288,Commercial property for sale on Makhmur road - With an area of ​​200 m2 - 4 floors - 6 apartments - shop,[],Commercial Property,"$430,000",Iraq
Land for Sale,N/A,N/A,3229.17 sqft,"Baghlumnara, Erbil",https://homele.com/properties/land-for-sale-80284,"Residential Plot For Sale, located in Erbil, Baghlumnara section (4000-5000), with an area of 300m², the price is $52,500.",[],Residential Plot,"$52,500",Iraq
House For Sale In The Price Of Land,2,2,2744.79 sqft,"Brayaty, Erbil",https://homele.com/properties/house-for-sale-in-the-price-of-land-80281,"House For Sale in the price of land, located in Erbil, Brayaty, with an area of 255m², the price is $170,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 1","['Parking Spaces', 'Green Area']",House,"$170,000",Iraq
House opposite garden,3,2,1076.39 sqft,"Brayaty, Erbil",https://homele.com/properties/house-opposite-garden-80269,"House For Sale, located in Erbil, Brayaty, with an area of 100m², the price is $127,500 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Hall - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Green Area', 'Garret Room']",House,"$127,500",Iraq
Spacious Home in Qaiwan Village,N/A,N/A,7190.29 sqft,"Qaiwan Tourism Village, Sulaymaniyah",https://homele.com/properties/spacious-home-in-qaiwan-village-74867,"House For Sale, located in Sulaymaniyah, Qaiwan Tourism Village, with an area of 668m², the price is $601,200. payment plan: - Down payment $180,360 - Completion of the structure $150,300 - Handover the key $150,300 - Remaining amount $120,240","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,"$601,200",Iraq
Luxurious Residential Unit,2,1,1259.38 sqft,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/luxurious-residential-unit-76172,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 117m², the price is $93,600. - Zone C15 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 11","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,"$93,600",Iraq
Spacious family home in Spanish village 2,4,4,3444.45 sqft,"Spanish Village 2, Erbil",https://homele.com/properties/spacious-family-home-in-spanish-village-2-80258,"House For Sale, located in Erbil, Spanish Village 2, with an area of 320m², the price is $335,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,"$335,000",Iraq
"Building D5, 3rd floor, Apt.4",3,2,2206.6 sqft,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/building-d5-3rd-floor-apt4-71034,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 205m², the price is $160,000. Payment Plan: - Down Payment $80,000 - Handover the key $80,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,"$160,000",Iraq
Spacious Three-Bedroom Apartment for Sale,3,2,1851.39 sqft,"Cavalli Tower, Erbil",https://homele.com/properties/spacious-three-bedroom-apartment-for-sale-80248,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 172m², the price is $178,000.. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$178,000",Iraq
Modern 3-Bedroom Apartment for Sale,3,2,1851.39 sqft,"Cavalli Tower, Erbil",https://homele.com/properties/modern-3-bedroom-apartment-for-sale-80247,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 172m², the price is $178,000 (Negotiable).. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 24","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$178,000",Iraq
Furnished Apartment For Sale,2,2,1431.6 sqft,"Life Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-80255,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 133m², the price is $90,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 1","['Balcony', 'Parking Spaces', 'Storage Space', 'Gym', '24hr Electricity', 'Green Area']",Apartment,"$90,000",Iraq
Corner House,2,2,1119.45 sqft,"Majid Bag, Sulaymaniyah",https://homele.com/properties/corner-house-80253,"House For Sale, located in Sulaymaniyah, Majid Bag, with an area of 104m², the price is $87,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms",[],House,"$87,500",Iraq
3-Bedroom Apartment for Sale,3,2,1463.89 sqft,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/3-bedroom-apartment-for-sale-79553,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 136m², the price is $108,800. - Building B14 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 5","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,"$108,800",Iraq
Modern 1-Bedroom Apartment in Rami Towers,1,1,1130.21 sqft,"Rami Towers, Erbil",https://homele.com/properties/modern-1-bedroom-apartment-in-rami-towers-80240,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m², the price is $92,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 27","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$92,500",Iraq
Spacious house with 3 bedrooms,3,2,1614.59 sqft,"Raparin (Hay Shurta), Erbil",https://homele.com/properties/spacious-house-with-3-bedrooms-80236,"House For Sale, located in Erbil, Raparin (Hay Shurta), with an area of 150m², the price is $200,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Green Area']",House,"$200,000",Iraq
Cozy one-bedroom apartment in Erbil,1,1,807.29 sqft,"Lalav Sun Towers, Erbil",https://homele.com/properties/cozy-one-bedroom-apartment-in-erbil-80235,"Apartment For Sale, located in Erbil, Lalav Sun Towers, with an area of 75m², the price is $50,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1","['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', '24hr Electricity']",Apartment,"$50,000",Iraq
"Building D5, 3rd floor, Apt.3",3,2,2206.6 sqft,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/building-d5-3rd-floor-apt3-70762,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 205m², the price is $160,000. Payment Plan: - Down Payment $80,000 - Handover the key $80,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",Apartment,"$160,000",Iraq
Corner Plot Opposite Garden,N/A,N/A,1291.67 sqft,"Roshnbiri 1, Erbil",https://homele.com/properties/corner-plot-opposite-garden-80228,"Residential Plot For Sale, located in Erbil, Roshnbiri 1, with an area of 120m², the price is $52,000 (Negotiable).",[],Residential Plot,"$52,000",Iraq
House Opposite Garden,4,3,1614.59 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/house-opposite-garden-80222,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $142,500 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Green Area']",House,"$142,500",Iraq
Famiily House For Sale,3,2,1076.39 sqft,"7 Nisan, Erbil",https://homele.com/properties/famiily-house-for-sale-80221,"House For Sale, located in Erbil, 7 Nisan, with an area of 100m², the price is $122,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2",[],House,"$122,500",Iraq
Residential plot for sale in Erbil,N/A,N/A,2690.97 sqft,"Gird Jutyar, Erbil",https://homele.com/properties/residential-plot-for-sale-in-erbil-80215,"Residential Plot For Sale, located in Erbil, Gird Jutyar, with an area of 250m², the price is $60,000 (Negotiable).",[],Residential Plot,"$60,000",Iraq
